,SKU,DESCRIPTION,YEAR,CAPACITY,URL,PRICE,SELLER_INFORMATION,OFFER_DESCRIPTION,COUNTRY
580,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,250.0,Fine Wines International,"2014Chateau Angelus,Saint-Emilion Grand Cru,France750ml",USA
583,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,259.99,Hi-Time Wine Cellars,ANGELUS2014STEMILION,USA
594,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,279.99,Wine.com,2014Chateau Angelus,USA
595,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,283.5,Wally's Wine & Spirits,"2014Chateau Angelus750mL,2014",USA
597,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,295.0,Millesima - USA,"Chateau Angelus2014,Saint-Emilion,1ergrandcruclasse""A"",Red",USA
600,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,295.95,Aabalat Fine & Rare Wines,"2014Angelus StEmilion,Red Blend",USA
601,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,297.0,The Redd Collection,2014Ch Angelus,USA
603,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,299.99,"Zachys Wine and Liquor, Inc.",Angelus2014(750ML),USA
613,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,335.0,Vinfolio,2014Angelus750ML,USA
614,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,339.98,Wine Exchange,Angelus Saint Emilion2014Pre-Arrival,USA
615,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,349.95,Gil Turner's Fine Wines and Spirits,2014Chateau Angelus St.Emilion(750ML),USA
616,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,349.95,Sherry-Lehmann,"Angelus,(St.Emilion),2014",USA
618,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,396.74,Saratoga Wine Exchange,"2014Chateau Angelus St.Emilion Grand Cru,France,Bordeaux,Saint Emilion",USA
620,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,450.0,Pogo's Liquor Inc.,Chateau Angelus-Saint-Emilion2014,USA
624,11356,Ch Angelus,2014,750ml,https://www.wine-searcher.com/find/ch+angelus/2014/-/-/u,567.0,Wally's Wine & Spirits,"2014Chateau Angelus1.5L,2014",USA
649,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,383.0,Westgarth Wines,2015Angelus,USA
650,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,385.0,European Wine Resource,2015Angelus,USA
651,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,392.0,The Redd Collection,2015Ch Angelus,USA
655,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,399.95,K&L Wine Merchants,2015Angelus St-Emilion,USA
656,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,399.97,"Total Wine & More, S. Las Vegas Blvd","2015Chateau Angelus StEmilion,Bordeaux Blend,Saint-Emilion,Bordeaux,France",USA
657,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,399.97,"Total Wine & More, Sacramento Arden","2015Chateau Angelus StEmilion,Bordeaux Blend,Saint-Emilion,Bordeaux,France",USA
658,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,399.98,Wine Exchange,Angelus Saint Emilion2015Pre-Arrival,USA
659,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,399.99,America's Wine Shop,Chateau Angelus-St.-Emilion2015,USA
660,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,399.99,WineDeals.com Premier Wine & Spirits,"Chateau Angelus Saint-Emilion Premier Grand Cru Classe""A""2015/750ml.",USA
661,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,399.99,Applejack Wine & Spirits,2015Chateau Angelus750ml,USA
664,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,432.95,Aabalat Fine & Rare Wines,"2015Angelus StEmilion,Red Blend",USA
665,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,450.0,Wally's Wine & Spirits,"2015Chateau Angelus750mL,2015",USA
669,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,475.0,Pogo's Liquor Inc.,Chateau Angelus-Angelus Grand Cru Classe2015,USA
670,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,478.84,Saratoga Wine Exchange,"2015Chateau Angelus St.Emilion Grand Cru,France,Bordeaux,Saint Emilion",USA
671,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,489.99,Francos Wine Merchants,"2015Chateau Angelus,Red,Bordeaux Blend,St Emilion,France",USA
672,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,490.0,Vinfolio,2015Angelus750ML,USA
678,11357,Ch Angelus,2015,750ml,https://www.wine-searcher.com/find/ch+angelus/2015/-/-/u,889.99,"Zachys Wine and Liquor, Inc.",Angelus2015(1.5L),USA
679,11358,Ch Beausejour-Duffau,1990,750ml,https://www.wine-searcher.com/find/beau+sejour+duffau/1990/-/-/u,499.0,Sokolin & Co.,1990Beausejour Duffau,USA
681,11358,Ch Beausejour-Duffau,1990,750ml,https://www.wine-searcher.com/find/beau+sejour+duffau/1990/-/-/u,650.0,MacArthur Beverages,1990Chateau Beausejour Duffau-St.Emilion,USA
682,11358,Ch Beausejour-Duffau,1990,750ml,https://www.wine-searcher.com/find/beau+sejour+duffau/1990/-/-/u,675.0,No Limit Fine Wines,1990Beausejour Duffau Bordeaux,USA
683,11358,Ch Beausejour-Duffau,1990,750ml,https://www.wine-searcher.com/find/beau+sejour+duffau/1990/-/-/u,675.0,Estate Wine Brokers,Beausejour Duffau Lagarrosse St.Emilion1990750ml,USA
684,11358,Ch Beausejour-Duffau,1990,750ml,https://www.wine-searcher.com/find/beau+sejour+duffau/1990/-/-/u,695.0,Cellaraiders,1990Beausejour Duffau,USA
685,11358,Ch Beausejour-Duffau,1990,750ml,https://www.wine-searcher.com/find/beau+sejour+duffau/1990/-/-/u,799.0,Acker Merrall & Condit New York Retail,1990Beausejour Duffau,USA
686,11358,Ch Beausejour-Duffau,1990,750ml,https://www.wine-searcher.com/find/beau+sejour+duffau/1990/-/-/u,819.0,IronGate.Wine,1990Beausejour Duffau-750mL,USA
691,11358,Ch Beausejour-Duffau,1990,750ml,https://www.wine-searcher.com/find/beau+sejour+duffau/1990/-/-/u,999.99,DOB Wines/Duke of Bourbon,Chateau Beausejour1990Bordeaux Saint-Emilion,USA
696,11358,Ch Beausejour-Duffau,1990,750ml,https://www.wine-searcher.com/find/beau+sejour+duffau/1990/-/-/u,1250.0,Grand Vin Wine Merchants US,Beausejour Duffau Lagarrosse1990(750ML)Saint Emilion,USA
698,11358,Ch Beausejour-Duffau,1990,750ml,https://www.wine-searcher.com/find/beau+sejour+duffau/1990/-/-/u,1259.0,The Redd Collection,1990Ch Beausejour-Duffau,USA
699,11358,Ch Beausejour-Duffau,1990,750ml,https://www.wine-searcher.com/find/beau+sejour+duffau/1990/-/-/u,1259.89,Aabalat Fine & Rare Wines,"1990Beausejour Duffau Lagarrosse StEmilion,Red Blend",USA
723,11359,Ch Beychevelle,1995,750ml,https://www.wine-searcher.com/find/ch+beychevelle/1995/-/-/u,119.0,IronGate.Wine,1995Beychevelle-750mL,USA
725,11359,Ch Beychevelle,1995,750ml,https://www.wine-searcher.com/find/ch+beychevelle/1995/-/-/u,127.0,The Redd Collection,1995Ch Beychevelle,USA
732,11359,Ch Beychevelle,1995,750ml,https://www.wine-searcher.com/find/ch+beychevelle/1995/-/-/u,165.0,Sokolin & Co.,1995Beychevelle,USA
734,11359,Ch Beychevelle,1995,750ml,https://www.wine-searcher.com/find/ch+beychevelle/1995/-/-/u,198.34,Saratoga Wine Exchange,"1995Chateau Beychevelle StJulien,France,Bordeaux,Saint Julien",USA
761,11359,Ch Beychevelle,1995,750ml,https://www.wine-searcher.com/find/ch+beychevelle/1995/-/-/u,1605.005,Millesima - USA,"Chateau Beychevelle1995,Saint-Julien,Fourth Growth,Red",USA
764,11360,Ch Beychevelle,2000,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2000/-/-/u,139.0,FineWineCollector.com,"2000Ch.Beychevelle,Bordeaux St.Julien",USA
765,11360,Ch Beychevelle,2000,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2000/-/-/u,140.0,THE ODD WINE CO. LLC,2000BeychevelleSAINTJULIEN,USA
766,11360,Ch Beychevelle,2000,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2000/-/-/u,145.0,Cellaraiders,2000Beychevelle,USA
767,11360,Ch Beychevelle,2000,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2000/-/-/u,145.0,Vinfolio,2000Beychevelle750ML,USA
768,11360,Ch Beychevelle,2000,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2000/-/-/u,149.0,Benchmark Wine Group,Beychevelle2000,USA
774,11360,Ch Beychevelle,2000,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2000/-/-/u,160.0,Wine Cellarage,2000Chateau Beychevelle Saint Julien Quatrieme Cru,USA
778,11360,Ch Beychevelle,2000,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2000/-/-/u,169.97,PJ Wine,Chateau Beychevelle St.Julien Bordeaux2000(750ML),USA
784,11360,Ch Beychevelle,2000,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2000/-/-/u,181.65,Aabalat Fine & Rare Wines,"2000Beychevelle StJulien,Red Blend",USA
785,11360,Ch Beychevelle,2000,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2000/-/-/u,182.0,The Redd Collection,2000Ch Beychevelle,USA
790,11360,Ch Beychevelle,2000,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2000/-/-/u,254.97,WineChateau.com - Buy Wine Online,Chateau Beychevelle St.Julien2000Red,USA
793,11360,Ch Beychevelle,2000,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2000/-/-/u,399.0,Sokolin & Co.,2000Beychevelle,USA
795,11360,Ch Beychevelle,2000,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2000/-/-/u,599.0,Benchmark Wine Group,Beychevelle20003L,USA
813,11361,Ch Beychevelle,2003,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2003/-/-/u,79.99,K&L Wine Merchants,2003Beychevelle St-Julien,USA
823,11361,Ch Beychevelle,2003,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2003/-/-/u,127.0,The Redd Collection,2003Ch Beychevelle,USA
829,11361,Ch Beychevelle,2003,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2003/-/-/u,165.0,Sokolin & Co.,2003Beychevelle,USA
831,11361,Ch Beychevelle,2003,750ml,https://www.wine-searcher.com/find/ch+beychevelle/2003/-/-/u,300.0,Sokolin & Co.,2003Beychevelle,USA
840,11362,Ch Canon,1990,750ml,https://www.wine-searcher.com/find/ch+canon/1990/-/-/u,132.0,The Redd Collection,1990Ch Canon,USA
844,11362,Ch Canon,1990,750ml,https://www.wine-searcher.com/find/ch+canon/1990/-/-/u,175.0,Grand Vin Wine Merchants US,Canon1990(750ML)Saint Emilion,USA
845,11362,Ch Canon,1990,750ml,https://www.wine-searcher.com/find/ch+canon/1990/-/-/u,195.0,Sokolin & Co.,1990Canon,USA
846,11362,Ch Canon,1990,750ml,https://www.wine-searcher.com/find/ch+canon/1990/-/-/u,224.75,Aabalat Fine & Rare Wines,"1990Canon StEmilion,Red Blend",USA
851,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,96.95,Aabalat Fine & Rare Wines,"2010Canon StEmilion,Red Blend",USA
859,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,129.94,JJ Buckley Fine Wines,"2010Canon Bordeaux Blend,St Emilion",USA
860,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,135.0,European Wine Resource,2010Chateau Canon,USA
861,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,139.0,The Redd Collection,2010Ch Canon,USA
862,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,139.95,Laguna Cellar,"Chateau Canon2010,Saint-Emilion",USA
865,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,148.0,Westgarth Wines,2010Canon(Saint Emilion),USA
867,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,149.0,Belmont Wine Exchange LLC,2010Canon,USA
870,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,159.99,Pogo's Liquor Inc.,Chateau Canon-St.Emilion2010,USA
871,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,159.99,Wine.com,2010Chateau Canon,USA
872,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,173.5,Aabalat Fine & Rare Wines,"2010Canon StEmilion,Red Blend",USA
873,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,175.0,Sokolin & Co.,2010Canon,USA
874,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,186.84,Saratoga Wine Exchange,"2010Chateau Canon St.Emilion,France,Bordeaux,Saint Emilion",USA
875,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,188.99,Wally's Wine & Spirits,"2010Chateau Canon750mL,2010",USA
876,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,189.99,"Zachys Wine and Liquor, Inc.",Canon2010(750ML),USA
877,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,225.0,Acker Merrall & Condit New York Retail,Canon2010750ml,USA
878,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,280.97,WineChateau.com - Buy Wine Online,Chateau Canon Saint-Emilion2010Red,USA
891,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,802.95,Aabalat Fine & Rare Wines,"2010Canon StEmilion,Red Blend",USA
898,11363,Ch Canon,2010,750ml,https://www.wine-searcher.com/find/ch+canon/2010/-/-/u,850.0,Millesima - USA,"Chateau Canon2010,Saint-Emilion,1ergrandcruclasse""B"",Red",USA
904,11364,Ch Canon La Gaffeliere,2000,750ml,https://www.wine-searcher.com/find/ch+canon+la+gaffeliere/2000/-/-/u,120.0,Guido's Wine,"Canon LaGaffeliere2000,750ml",USA
910,11364,Ch Canon La Gaffeliere,2000,750ml,https://www.wine-searcher.com/find/ch+canon+la+gaffeliere/2000/-/-/u,139.0,The Redd Collection,2000Ch Canon LaGaffeliere,USA
911,11364,Ch Canon La Gaffeliere,2000,750ml,https://www.wine-searcher.com/find/ch+canon+la+gaffeliere/2000/-/-/u,145.0,Belmont Wine Exchange LLC,2000Canon LaGaffeliere,USA
913,11364,Ch Canon La Gaffeliere,2000,750ml,https://www.wine-searcher.com/find/ch+canon+la+gaffeliere/2000/-/-/u,149.0,Aabalat Fine & Rare Wines,"2000Canon LaGaffeliere StEmilion,Red Blend",USA
916,11364,Ch Canon La Gaffeliere,2000,750ml,https://www.wine-searcher.com/find/ch+canon+la+gaffeliere/2000/-/-/u,161.0,EC Cellars LLC,"2000Chateau Canonla Gaffeliere,Saint-Emilion Grand Cru,France",USA
917,11364,Ch Canon La Gaffeliere,2000,750ml,https://www.wine-searcher.com/find/ch+canon+la+gaffeliere/2000/-/-/u,169.0,Morrell & Company,Canon LaGaffeliere StEmilion2000(750ML),USA
930,11364,Ch Canon La Gaffeliere,2000,750ml,https://www.wine-searcher.com/find/ch+canon+la+gaffeliere/2000/-/-/u,1944.0,Wine Cellarage,2000Chateau Canon LaGaffeliere[Future Arrival],USA
935,11365,Ch Cheval Blanc,1986,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1986/-/-/u,425.0,Mt. Carmel Wine & Spirits Co.,1986Chateau Cheval Blanc,USA
942,11365,Ch Cheval Blanc,1986,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1986/-/-/u,475.0,Clarets,1986Cheval Blanc,USA
948,11365,Ch Cheval Blanc,1986,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1986/-/-/u,538.0,The Redd Collection,1986Ch Cheval Blanc,USA
962,11366,Ch Cheval Blanc,1988,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1986/-/-/u,425.0,Mt. Carmel Wine & Spirits Co.,1986Chateau Cheval Blanc,USA
969,11366,Ch Cheval Blanc,1988,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1986/-/-/u,475.0,Clarets,1986Cheval Blanc,USA
975,11366,Ch Cheval Blanc,1988,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1986/-/-/u,538.0,The Redd Collection,1986Ch Cheval Blanc,USA
991,11367,Ch Cheval Blanc,1992,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1992/-/-/u,350.0,Mt. Carmel Wine & Spirits Co.,1992Chateau Cheval Blanc,USA
1003,11367,Ch Cheval Blanc,1992,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1992/-/-/u,443.0,The Redd Collection,1992Ch Cheval Blanc,USA
1006,11367,Ch Cheval Blanc,1992,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1992/-/-/u,550.0,Sokolin & Co.,1992Cheval Blanc,USA
1029,11368,Ch Cheval Blanc,1993,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1993/-/-/u,395.0,RL Liquid Assets,Cheval Blanc1993750mL,USA
1036,11368,Ch Cheval Blanc,1993,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1993/-/-/u,455.0,The Redd Collection,1993Ch Cheval Blanc,USA
1039,11368,Ch Cheval Blanc,1993,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1993/-/-/u,565.0,Sokolin & Co.,1993Cheval Blanc,USA
1040,11368,Ch Cheval Blanc,1993,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1993/-/-/u,569.89,Aabalat Fine & Rare Wines,"1993Cheval Blanc StEmilion,Red Blend",USA
1057,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,435.0,RL Liquid Assets,Cheval Blanc1995750mL(Nicked Label),USA
1064,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,450.0,RL Liquid Assets,Cheval Blanc1995750mL,USA
1072,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,474.98,Wine Exchange,Cheval Blanc Saint Emilion1995,USA
1075,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,485.0,Clarets,1995Cheval Blanc,USA
1076,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,489.0,IronGate.Wine,1995Cheval Blanc-750mL,USA
1077,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,489.0,IronGate.Wine,1995Cheval Blanc-750,USA
1080,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,495.0,Gil Turner's Fine Wines and Spirits,1995Chateau Cheval Blanc St.Emilion(750ML),USA
1087,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,549.99,Flask Fine Wine & Whisky,Chateau Cheval-Blanc-St.-Emilion1995,USA
1093,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,582.0,The Redd Collection,1995Ch Cheval Blanc,USA
1094,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,586.0,Westgarth Wines,1995Cheval Blanc,USA
1098,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,675.0,67 Wine & Spirits NY,Chateau Cheval Blanc-St.Emilion Grand Cru1995,USA
1102,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,740.0,Sokolin & Co.,1995Cheval Blanc,USA
1103,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,745.0,"Sotheby's Wine New York, Retail","1995Cheval Blanc,Saint Emilion",USA
1104,11369,Ch Cheval Blanc,1995,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1995/-/-/u,868.34,Saratoga Wine Exchange,"1995Chateau Cheval Blanc St.Emilion Grand Cru,France,Bordeaux,Saint Emilion",USA
1135,11370,Ch Cheval Blanc,1996,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1996/-/-/u,509.0,IronGate.Wine,1996Cheval Blanc-750ml,USA
1137,11370,Ch Cheval Blanc,1996,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1996/-/-/u,525.0,Clarets,1996Cheval Blanc,USA
1138,11370,Ch Cheval Blanc,1996,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1996/-/-/u,531.0,The Redd Collection,1996Ch Cheval Blanc,USA
1140,11370,Ch Cheval Blanc,1996,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1996/-/-/u,536.0,Westgarth Wines,1996Cheval Blanc,USA
1141,11370,Ch Cheval Blanc,1996,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1996/-/-/u,660.0,Sokolin & Co.,1996Cheval Blanc,USA
1143,11370,Ch Cheval Blanc,1996,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1996/-/-/u,773.94,Saratoga Wine Exchange,"1996Chateau Cheval Blanc St.Emilion Grand Cru,France,Bordeaux,Saint Emilion",USA
1146,11370,Ch Cheval Blanc,1996,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1996/-/-/u,899.99,67 Wine & Spirits NY,Chateau Cheval Blanc-St.Emilion Grand Cru1996,USA
1149,11370,Ch Cheval Blanc,1996,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/1996/-/-/u,1750.0,Sherry-Lehmann,"Cheval Blanc,(St.-Emilion),1996",USA
1171,11371,Ch Cheval Blanc,2009,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/2009/-/-/u,873.0,The Redd Collection,2009Ch Cheval Blanc,USA
1172,11371,Ch Cheval Blanc,2009,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/2009/-/-/u,875.0,Clarets,2009Cheval Blanc,USA
1173,11371,Ch Cheval Blanc,2009,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/2009/-/-/u,875.0,JJ Buckley Fine Wines,"2009Cheval Blanc Bordeaux Blend,St Emilion",USA
1176,11371,Ch Cheval Blanc,2009,750ml,https://www.wine-searcher.com/find/ch+cheval+blanc/2009/-/-/u,892.0,Westgarth Wines,2009Cheval Blanc,USA
